selected_text;sentiment
didnt spend;negative
ick dont;negative
Good night.  Sorry I missed you during our morning window.  See you at 5, I suspect;neutral
beautiful;positive
whats with u hating on becky soo much? ur bio says ur nice....guess not;neutral
laaaaaaaaave;positive
i forgot my calculator for physics;negative
whats twhirl? I`ve some work to be doing over the weekend thank god so I`m probably going to miss it red, sorry;neutral
shot straight;negative
I left that for people to complete;neutral
going out to see star trek   be back in a while;neutral
stupid;negative
I love;positive
very long by the sounds of things... But deadlines are Deadlines...;neutral
tired;negative
can`t wait to hug him;positive
happy mother`s day;positive
effective;positive
i cant find it;negative
Since obviously living in Alaska, only a few radio stations we get here.;neutral
its getting really windy out there;neutral
DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother`s Day here!;neutral
I`m not cool enough;negative
No I haven`t made my page yet.  Had to work;neutral
At the dentist for Hopes first check up. Lets she how she handles a dentist.;neutral
I dont believe in my eyes or;negative
a whole season behind the US now;neutral
It`s 11:05 and I`m already on my lunch break;neutral
last night in newport;neutral
I can`t shes taken my keys to muh car.;neutral
ly goo;positive
SSSSSSSSSSMACK!!!! Get back at it girl!  Are you doing WW?;neutral
won`t be happy;negative
I can`t work;negative
Ich will auch zu Pinkpop;neutral
Oh good.;positive
is wondering why no one else is following it....  C`mon people!;neutral
Good;positive
has plopped TWICE!;negative
for sure....I still got 2 hrs till I will be home at the fridge  but then BEER BEER BEER lol;neutral
amazing;positive
@ i missed the party!!!!  i bought wine and everything!;negative
miss;negative
o sad;negative
I`m at work, hoping to enjoy the day!!  Fingers are crossed!!;positive
don`t feel good.;negative
Now english academy;neutral
Going into liverpool soon;neutral
spring pictures today  going to schoooool;neutral
McDonalds in the car.  http://tinyurl.com/onoger;neutral
going to miss him.;negative
its all the rain;neutral
. it sucks;negative
wow-thanks soo much.;positive
Go to main settings page for iPhone and scroll down - you will see it;neutral
My name is toggling in and out of Google Suggestions Help me by searching more for 'Ganesh Jaju' and clicking on some link;neutral
ur not blind  i was just browsing & saw ur tweet & figured i could answer ur query plus i wanted to know too;neutral
wrong;negative
hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent;neutral
Why do people have 2 be so deceitful and unreal?  But my love for Steve Jones and Channing Tatum has been renewed lol...their soo nice;neutral
Missing;negative
great!;positive
So effing tired;negative
fan!;positive
>>i donï¿½t live in UK, so I canï¿½t say what i think...;neutral
Want to get a Blackberry but can`t afford it  . Just watching the telly and relaxing. Hard sesion tomorrow.;negative
hehe;positive
Good afternoon;positive
wish;positive
: Geez, a cool man like him be the villains. Too bad;neutral
hope you had a nice break;positive
You mean set up to start using? just jump in! Use the # sign with whatever word you want to use;neutral
@ the Eldorado house, goodbye Aliante house. *Memories made, memories fade!;neutral
Goood Moring;positive
Shower day.;neutral
WGN is playing old episodes of Rocky & Bullwinkle. Fractured Fairy Tales for the win;neutral
_idiots hahaha! I don`t work in a **** you know  alrighty mister, have YOU done any public may dancing today?;neutral
Im bumbed though cuz ima miss da laker game        |double sad;neutral
i hate the bus..;negative
Bad;negative
Tired, But glad its a bank holiday;neutral
1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today   Freakin filipino parents AHA;neutral
torn up;negative
off to work for the day;neutral
not so good;negative
Happy;positive
Aha, Ok  I might see you there yano.;neutral
Love;positive
Ive chosen Grease;neutral
watching the greatest movie ever;positive
Mmmm Ham  Yummy! I have hat hair...Stupid Deli ._.;neutral
LOL!!  I`m glad I`ve seen the original trailer or that wouldn`t have made sense     Someone certainly went to a;neutral
have a great camp!!!!! Wish I could be there.;positive
miss;negative
It`s sad;negative
just sending a twitter from the club! i twittered u;neutral
Haha k we should stop here. If not, it`s going to turn into a **** section. Ohwell, my parents just came home;neutral
Happy;positive
UGH... I am soooo drag assing today  but on a brighter note I got my G1 update & it is the biznesssss!;neutral
Chris` baby was born today!;neutral
massive headache. argh;negative
u were awesome!!!;positive
excuse;negative
absolutely DESTROYED;negative
love;positive
Happy;positive
thanks;positive
problems.;negative
My mom was happy with my present  yayy;positive
is watching neighbours!;neutral
good.;positive
wow!;positive
ran out of coffee!;negative
love;positive
using my twitter account;neutral
UGG WANT TO GO TO KAYLEN HOUSE BUT I CANT FINNA BE BORED THIS WEEKEND!!! UUURGG WANNA SPEND DA NITE  AND GO SEE UP AND GO SHOPPING;neutral
is is listening to Heart Ain`t Brain by Chris Brown.  http://plurk.com/p/x2bp2;neutral
is going to shul;neutral
Charter is pissing me off,;negative
c    Thank;positive
Finally on my way home;neutral
Great meeting..;positive
wishing I was anywhere but here...;negative
successful;positive
whuahahhaha;positive
!!! Tell everyone I say hello;neutral
last thing on my mind;negative
feeling lonely;negative
WISH;positive
Just found out my contact form was being dubbed Spam and wasn`t forwarding properly. When checked, I had no legit contacts anyway. Double;neutral
I would love to but sadly I have to work;neutral
talk to their creators yesterday no date for public release, just developers;neutral
suck;negative
is missing her best friend;negative
I`m on it, probably not until next week though;neutral
scratches;negative
Wool, time for the top cote;neutral
I know you won`t keep a wild dog, or else you won`t be able in the situation to use Mandriva in your life.;neutral
ii DON`T HAVE ANY EiTHER;negative
Delayed;negative
It should be illegal for me to date;negative
I`m having the worst day.;negative
I scratched my iPod;negative
hurt like helll.;negative
in bed watching Rove;neutral
e lucky;positive
Have fun;positive
****;negative
miss;negative
I`m thinking that you, me, , +  should have it out over some vin in HK;neutral
Why is it going to be anti-social?;neutral
Then back to **** school;negative
cant find him;negative
Pretty  is it long or short? Sparkly or shiny? Lol;neutral
just tired and over worked;negative
I wanna say happy mother`s day to all the mom`s including mine love u mama;positive
miss;negative
Aww bless hope the phones okayy  x;positive
sorry;negative
Me tooo!! Wish I could get you here;neutral
it would sicken most,;negative
hi beautiful!;positive
http://twitpic.com/4vp3x - *swoon* Nick looks so cute when he is serious  *faints*;neutral
car accident;negative
Well Done;positive
_pyee sure;neutral
Ugh..;negative
hurt.;negative
Again, No P.F. Changs for lunch    Boooo;neutral
My chick wont shut up;negative
well wassup than dont be scurred now! lol you`d probably like it if it came to biting!;neutral
had a fun day;positive
interesting day. good overall;positive
i want to cry;negative
Happy;positive
i wanna watch tormented. it`s showing on May 22;neutral
Good Morning;positive
ooh how is Milan? i could do with a holiday! Bfoyf is off to Geneva today visiting fam so ive got a weekend on my own;neutral
I wish our  didn`t close;negative
Thanks for the link;positive
Happy;positive
hurts.;negative
Good night everyone...;positive
_Eclectic but then you leave;neutral
delayed;negative
actually I think Doogie Howser got the idea from the Captain`s Log.;neutral
no more brother;positive
there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.;neutral
is also very excited;positive
i love Sundays;positive
ahh love that song;positive
Its so hot here;negative
lost.;negative
wow!;positive
somehow i cant reply to your message LOL and yes i know  Thank youuu;neutral
Where are u  miss you I hope you are doing well *sending big hugs;positive
I do that all the time;neutral
dont feel good;negative
Awesome!;positive
e how bad it all was;negative
. I know its hard;negative
no one wants to watch it with me;negative
not sure... there are fanciful expensive ones - but some basic ones are not expensive.;neutral
miss you;negative
going away party at ambers  road trip tomorrow!;neutral
so tired.;negative
great;positive
Back in the office for a hectic week - but the weekend was awesome;neutral
unfortunatley;negative
Morning, just checking you can still find your Twhirl;neutral
new project @ work;neutral
goin to bed, but must say i love that #justin timberlake and #mark martin are the #3 and #4 trending topics on twitter tonite!  rock.;neutral
yep  which sucks because i thought somewhere it said it was..;negative
My friends are mocking my weekend!   have they been talking to you?;neutral
Partytiiime;positive
Starting class. Today we start MediSoft;neutral
****;negative
Had a bit too much of a good time!;positive
Good;positive
Use;neutral
happy star wars;positive
: I live in germany, it costs a lot too!  I wish you could follow me anyway..;neutral
You`ll be waiting a loooong time;neutral
nothing is going on here is guess;neutral
Yay for full-term!!;positive
sounds important bu;positive
Beauty.  Going out now!;neutral
awesome!;positive
won`t be able to win.;negative
When are you and  coming over so we can violently agree?;neutral
Two week extension on contract ... I`m ready for it to be done;neutral
warm;positive
I already seen am and jazzy I know they blew the roof off! Was supposed 2 go to pony party, I couldn`t make it out last night;neutral
bless;positive
Thanks.;positive
;
Is waiting for sumone to come online;neutral
you do realize tom fletcher from mcfly JUST posted basically the same thing!! TWINS!;neutral
